202608080101050106,321
202608080101050109,287
202608080101050114,257
202608080101050102,280
202608080101050111,274
202608080101050113,259
202608080101050108,283
202608080101050110,228
202608080101050104,218
202608080101050101,244
202608080101050112,233
202608080101050105,215
202608080101050103,221
202608080101050107,180
202608080101050205,312
202608080101050210,271
202608080101050202,250
202608080101050204,250
202608080101050203,228
202608080101050201,256
202608080101050211,250
202608080101050206,250
202608080101050209,250
202608080101050207,250
202608080101050212,250
202608080101050208,239
202608080101050213,194
202608080101050313,297
202608080101050304,296
202608080101050307,250
202608080101050314,250
202608080101050302,250
202608080101050301,250
202608080101050310,250
202608080101050308,234
202608080101050305,247
202608080101050306,215
202608080101050309,248
202608080101050311,259
202608080101050312,241
202608080101050303,212
202608080101050402,292
202608080101050411,282
202608080101050414,263
202608080101050404,277
202608080101050410,293
202608080101050413,282
202608080101050406,241
202608080101050401,290
202608080101050405,227
202608080101050407,215
202608080101050408,206
202608080101050403,250
202608080101050409,203
202608080101050412,179
202608080101050501,250
202608080101050502,250
202608080101050503,250
202608080101050504,250
202608080101050507,250
202608080101050508,250
202608080101050509,250
202608080101050511,250
202608080101050512,250
202608080101050505,250
202608080101050506,250
202608080101050510,250
202608080402050805,278
202608080402050804,250
202608080402050802,250
202608080402050809,250
202608080402050801,250
202608080402050807,250
202608080402050803,250
202608080402050808,222
202608080402050806,250
202608080101050612,306
202608080101050604,295
202608080101050607,291
202608080101050611,304
202608080101050603,270
202608080101050616,277
202608080101050606,272
202608080101050608,268
202608080101050615,252
202608080101050602,194
202608080101050614,244
202608080101050609,231
202608080101050610,223
202608080101050601,198
202608080101050605,198
202608080101050613,177
202608080402050914,309
202608080402050905,297
202608080402050909,249
202608080402050903,296
202608080402050904,247
202608080402050906,232
202608080402050901,250
202608080402050913,250
202608080402050910,210
202608080402050915,250
202608080402050902,250
202608080402050908,204
202608080402050911,265
202608080402050907,212
202608080402050912,230
202608080101050710,294
202608080101050702,286
202608080101050706,248
202608080101050707,294
202608080101050703,250
202608080101050704,260
202608080101050712,250
202608080101050705,259
202608080101050709,239
202608080101050708,223
202608080101050711,210
202608080101050701,189
202608080402050605,287
202608080402050602,296
202608080402050608,267
202608080402050601,232
202608080402050610,245
202608080402050606,194
202608080402050603,255
202608080402050609,202
202608080402050607,269
202608080402050604,254
202608080101050801,334
202608080101050813,286
202608080101050803,259
202608080101050809,264
202608080101050802,271
