202608220102010109,573
202608220102010102,545
202608220102010103,540
202608220102010101,540
202608220102010110,540
202608220102010105,540
202608220102010112,540
202608220102010111,535
202608220102010104,526
202608220102010107,491
202608220102010106,490
202608220102010108,486
202608220102010204,613
202608220102010201,577
202608220102010206,568
202608220102010202,540
202608220102010205,482
202608220102010203,397
202608220102010314,641
202608220102010304,612
202608220102010308,608
202608220102010309,538
202608220102010303,537
202608220102010311,536
202608220102010306,523
202608220102010313,517
202608220102010310,502
202608220102010312,488
202608220102010301,462
202608220102010305,438
202608220102010302,419
202608220102010307,409
202608220102010408,639
202608220102010411,626
202608220102010409,558
202608220102010402,556
202608220102010401,549
202608220102010404,545
202608220102010412,539
202608220102010413,504
202608220102010407,495
202608220102010415,490
202608220102010410,488
202608220102010414,451
202608220102010403,449
202608220102010416,434
202608220102010405,371
202608220102010406,360
202608220102010501,540
202608220102010503,540
202608220102010506,540
202608220102010504,540
202608220102010509,540
202608220102010508,540
202608220102010512,540
202608220102010502,486
202608220102010505,486
202608220102010507,486
202608220102010510,486
202608220102010511,486
202608220102010513,486
202608220102010514,486
202608220102010609,607
202608220102010614,597
202608220102010612,557
202608220102010607,550
202608220102010603,550
202608220102010610,536
202608220102010602,532
202608220102010605,505
202608220102010608,500
202608220102010601,495
202608220102010613,490
202608220102010606,459
202608220102010604,411
202608220102010611,411
202608220102010704,625
202608220102010709,606
202608220102010701,600
202608220102010705,580
202608220102010707,514
202608220102010703,505
202608220102010708,482
202608220102010702,427
202608220102010706,419
202608220102010712,417
202608220102010710,414
202608220102010711,351
202608220102010807,518
202608220102010801,514
202608220102010808,495
202608220102010809,491
202608220102010803,482
202608220102010805,468
202608220102010802,432
202608220102010810,431
202608220102010806,427
202608220102010804,367
202608220102010910,568
202608220102010906,557
202608220102010907,545
202608220102010914,540
202608220102010901,540
202608220102010902,535
202608220102010904,530
202608220102010905,525
202608220102010912,525
202608220102010913,487
202608220102010903,486
202608220102010908,486
202608220102010911,486
202608220102010909,450
202608220102011013,675
202608220102011009,673
202608220102011003,586
202608220102011005,576
202608220102011014,551
202608220102011011,547
202608220102011001,524
202608220102011007,497
202608220102011010,488
202608220102011004,476
202608220102011002,473
202608220102011008,451
202608220102011006,407
202608220102011012,401
202608220102011103,649
202608220102011110,594
202608220102011112,593
202608220102011114,592
202608220102011107,553
202608220102011113,524
202608220102011109,502
202608220102011104,500
202608220102011111,497
202608220102011101,483
202608220102011105,475
202608220102011106,455
202608220102011102,422
202608220102011108,394
202608220102011203,657
202608220102011211,642
202608220102011201,598
202608220102011207,529
202608220102011202,524
202608220102011204,519
202608220102011205,509
202608220102011208,499
202608220102011206,485
202608220102011209,437
202608220102011210,405
202608220403010105,618
202608220403010101,612
202608220403010107,540
202608220403010104,509
202608220403010102,506
202608220403010103,501
202608220403010106,340
202608220403010205,626
202608220403010212,594
202608220403010210,564
202608220403010204,540
202608220403010208,540
202608220403010207,540
202608220403010203,540
202608220403010206,540
202608220403010201,535
202608220403010202,472
202608220403010209,467
202608220403010211,465
202608220403010301,540
202608220403010302,540
202608220403010303,540
202608220403010305,540
202608220403010309,540
202608220403010313,540
202608220403010308,540
202608220403010312,540
202608220403010311,540
202608220403010304,486
202608220403010307,486
202608220403010306,486
202608220403010310,486
202608220403010407,594
202608220403010410,569
202608220403010409,542
202608220403010403,515
202608220403010408,505
202608220403010406,500
202608220403010412,490
202608220403010402,477
202608220403010404,477
202608220403010411,458
202608220403010401,455
202608220403010415,450
202608220403010414,432
202608220403010413,421
202608220403010405,344
202608220403010513,615
202608220403010511,589
202608220403010516,584
202608220403010518,577
202608220403010509,573
202608220403010507,563
202608220403010504,548
202608220403010503,543
202608220403010508,523
202608220403010515,518
202608220403010506,501
202608220403010510,498
202608220403010517,486
202608220403010501,480
202608220403010512,472
202608220403010502,397
202608220403010514,396
202608220403010505,362
202608220403010601,603
202608220403010610,601
202608220403010609,566
202608220403010604,551
202608220403010615,543
202608220403010617,542
202608220403010612,520
202608220403010608,512
202608220403010602,507
202608220403010606,504
202608220403010603,488
202608220403010605,469
202608220403010607,468
202608220403010613,462
202608220403010618,461
202608220403010611,455
202608220403010616,446
202608220403010614,432
202608220403010718,749
202608220403010716,564
202608220403010709,561
202608220403010713,556
202608220403010712,542
202608220403010714,540
202608220403010703,538
202608220403010706,521
202608220403010701,517
202608220403010708,513
202608220403010711,502
202608220403010705,485
202608220403010710,481
202608220403010702,461
202608220403010715,446
202608220403010704,415
202608220403010717,410
202608220403010707,376
202608220403010807,651
202608220403010810,643
202608220403010814,597
202608220403010806,592
202608220403010812,544
202608220403010801,544
202608220403010802,520
202608220403010805,501
202608220403010813,482
202608220403010808,471
202608220403010815,468
202608220403010804,451
202608220403010803,418
202608220403010811,338
202608220403010809,287
202608220403010901,602
202608220403010911,550
202608220403010912,542
202608220403010913,537
202608220403010902,515
202608220403010906,506
202608220403010908,466
202608220403010903,454
202608220403010915,447
202608220403010914,439
202608220403010907,427
202608220403010905,424
202608220403010909,417
202608220403010904,387
202608220403010910,367
202608220403011014,671
202608220403011006,555
202608220403011009,529
202608220403011002,526
202608220403011011,520
202608220403011013,518
202608220403011001,508
202608220403011010,500
202608220403011005,490
202608220403011012,486
202608220403011004,468
202608220403011007,459
202608220403011008,445
202608220403011015,419
202608220403011003,398
202608220403011106,637
202608220403011105,578
202608220403011102,574
202608220403011111,555
202608220403011110,554
202608220403011108,552
202608220403011103,530
202608220403011109,498
202608220403011112,493
202608220403011104,475
202608220403011107,461
202608220403011101,303
202608220403011210,612
202608220403011213,606
202608220403011202,571
202608220403011209,545
202608220403011215,519
202608220403011207,495
202608220403011208,490
202608220403011201,486
202608220403011204,481
202608220403011203,476
202608220403011212,469
202608220403011205,464
202608220403011206,406
202608220403011214,398
202608220403011211,353
202608220703010102,620
202608220703010106,587
202608220703010101,555
202608220703010105,540
202608220703010104,533
202608220703010103,486
202608220703010108,457
202608220703010107,456
202608220703010109,394
202608220703010201,540
202608220703010202,540
202608220703010203,540
202608220703010204,540
202608220703010205,540
202608220703010206,540
202608220703010207,540
202608220703010208,540
202608220703010209,540
202608220703010210,540
202608220703010308,623
202608220703010306,580
202608220703010307,574
202608220703010303,507
202608220703010305,506
202608220703010304,464
202608220703010302,442
202608220703010301,353
202608220703010417,661
202608220703010401,616
202608220703010418,595
202608220703010409,583
202608220703010406,569
202608220703010415,566
202608220703010405,562
202608220703010413,548
202608220703010403,515
202608220703010407,496
202608220703010404,491
202608220703010408,490
202608220703010412,487
202608220703010402,486
202608220703010416,479
202608220703010414,460
202608220703010411,393
202608220703010410,385
202608220703010514,577
202608220703010510,575
202608220703010512,533
202608220703010515,523
202608220703010513,511
202608220703010501,504
202608220703010504,504
202608220703010509,500
202608220703010516,495
202608220703010511,489
202608220703010505,462
202608220703010503,448
202608220703010508,430
202608220703010506,425
202608220703010507,404
202608220703010502,372
202608220703010605,636
202608220703010609,593
202608220703010601,565
202608220703010604,545
202608220703010612,543
202608220703010608,543
202608220703010611,538
202608220703010602,524
202608220703010603,502
202608220703010610,488
202608220703010614,476
202608220703010613,459
202608220703010607,436
202608220703010606,420
202608220703010703,675
202608220703010704,645
202608220703010709,639
202608220703010716,609
202608220703010710,596
202608220703010706,559
202608220703010713,545
202608220703010711,540
202608220703010712,538
202608220703010702,527
202608220703010707,507
202608220703010708,493
202608220703010714,481
202608220703010701,445
202608220703010705,434
202608220703010715,414
202608220703010808,632
202608220703010804,606
202608220703010801,577
202608220703010803,548
202608220703010802,530
202608220703010809,525
202608220703010807,508
202608220703010805,463
202608220703010810,407
202608220703010806,400
202608220703010902,591
202608220703010904,586
202608220703010905,575
202608220703010903,538
202608220703010901,479
202608220703010906,393
202608220703011003,652
202608220703011001,644
202608220703011010,612
202608220703011009,606
202608220703011012,593
202608220703011002,552
202608220703011007,490
202608220703011005,476
202608220703011011,451
202608220703011006,442
202608220703011004,430
202608220703011008,356
202608220703011112,673
202608220703011109,598
202608220703011104,590
202608220703011113,578
202608220703011101,546
202608220703011115,544
202608220703011103,531
202608220703011102,504
202608220703011106,484
202608220703011105,467
202608220703011111,441
202608220703011108,440
202608220703011110,435
202608220703011107,424
202608220703011116,397
202608220703011114,358
202608220703011210,691
202608220703011212,613
202608220703011211,576
202608220703011215,548
202608220703011209,532
202608220703011216,529
202608220703011202,527
202608220703011207,527
202608220703011213,524
202608220703011201,503
202608220703011206,483
202608220703011203,481
202608220703011217,478
202608220703011218,458
202608220703011204,448
202608220703011214,427
202608220703011208,387
202608220703011205,336
